IM/JO/10,JO,10,T/JO/78,False,,,Tolbooth,Haddington,False,,jhm,2001-06-07 16:20:29,LEM,2002-10-28 12:45:55
IM/JO/476,JO,476,T/JO/1712,False,,,Tolbooth,Haddington,False,,jhm,2002-08-07 15:24:12,LEM,2002-10-28 13:06:54
IM/JO/477,JO,477,T/JO/1713,False,,,Tolbooth,Haddington,False,,jhm,2002-08-07 15:37:56,LEM,2002-10-28 13:09:06
IM/JO/48,JO,48,T/JO/148,False,,,,Haddington,False,Released,jhm,2001-06-18 12:19:06,jhm,2002-10-11 16:47:13
IM/JO/480,JO,480,T/JO/1789,False,,,Tolbooth,Haddington,False,,jhm,2002-08-07 16:09:31,LEM,2002-10-28 13:07:07
IM/JO/481,JO,481,T/JO/1790,False,,,Tolbooth,Haddington,False,,jhm,2002-08-07 16:15:27,LEM,2002-10-28 13:07:25
IM/JO/482,JO,482,T/JO/1791,False,,,Tolbooth,Haddington,False,,jhm,2002-08-07 16:21:17,LEM,2002-10-28 13:08:42
IM/JO/483,JO,483,T/JO/1813,False,5/1661,1661-04-09 00:00:00,,Haddington,False,,jhm,2002-08-20 10:57:50,jhm,2002-08-20 10:58:01
IM/JO/484,JO,484,T/JO/1812,False,5/1661,1661-04-09 00:00:00,,Haddington,False,,jhm,2002-08-20 10:58:54,jhm,2002-08-20 10:59:15
IM/JO/485,JO,485,T/JO/1814,False,,,,Haddington,False,,jhm,2002-08-20 11:08:35,LEM,2002-10-28 12:57:13
IM/JO/486,JO,486,T/JO/1815,False,,,,Haddington,False,,jhm,2002-08-20 11:14:40,LEM,2002-10-28 12:56:45
IM/JO/487,JO,487,T/JO/1816,False,,,,Haddington,False,,jhm,2002-08-20 11:30:19,LEM,2002-10-28 12:56:31
IM/JO/488,JO,488,T/JO/1817,False,,,,Haddington,False,,jhm,2002-08-20 11:37:54,LEM,2002-10-28 12:57:26
IM/JO/489,JO,489,T/JO/1838,False,5/1650,1650-04-06 00:00:00,,,False,,jhm,2002-08-21 09:53:22,jhm,2002-08-21 09:54:31
IM/JO/49,JO,49,T/JO/149,False,,,,Haddington,False,,jhm,2001-06-18 12:22:07,jhm,2002-10-11 16:47:33
IM/JO/490,JO,490,T/LA/784,False,,,Tolbooth,Glasgow,False,,jhm,2002-08-26 14:53:00,LEM,2002-10-28 12:47:30
IM/JO/491,JO,491,T/JO/1876,False,13/6/1649,1649-05-19 00:00:00,Castle,Dirleton,False,,jhm,2002-08-26 15:24:54,jhm,2002-08-26 15:25:05
IM/JO/492,JO,492,T/JO/1879,False,,,,Rothesay,False,,jhm,2002-08-27 09:12:00,LEM,2002-10-28 13:03:52
IM/JO/493,JO,493,T/JO/1880,False,,,,Bute,False,,jhm,2002-08-27 10:25:42,LEM,2002-10-28 13:03:39
IM/JO/494,JO,494,T/JO/1884,False,18/1/1662,1661-12-27 00:00:00,Tolbooth,Rothesay,False,,jhm,2002-08-28 09:49:19,jhm,2002-08-28 09:49:55
IM/JO/50,JO,50,T/JO/150,False,,,,Aberlady,False,,jhm,2001-06-18 13:13:01,jhm,2002-10-11 16:47:39
IM/JO/503,JO,503,T/JO/81,False,1630,1630-05-02 00:00:00,Tolbooth,Haddington,False,,jhm,2002-10-02 12:13:23,jhm,2002-10-02 12:13:43
IM/JO/504,JO,504,T/LA/99,False,1/7/1630,1630-06-01 00:00:00,,Edinburgh,False,Released,jhm,2002-10-03 09:59:42,jhm,2002-10-03 10:00:08
IM/JO/505,JO,505,T/LA/172,False,14/4/1591,1591-03-05 00:00:00,Castle,Edinburgh,False,Escaped,jhm,2002-10-03 10:22:54,jhm,2002-10-03 10:23:05
IM/JO/506,JO,506,T/LA/799,True,2/11/1630,1630-10-03 00:00:00,,Edinburgh,False,,jhm,2002-10-03 10:54:25,jhm,2002-10-03 10:54:36
IM/JO/507,JO,507,T/LA/810,False,,,,Leith,False,Released,jhm,2002-10-03 11:22:15,LEM,2002-10-28 12:49:00
IM/JO/508,JO,508,T/LA/1076,False,,,Tolbooth,Canongate,False,Released,jhm,2002-10-03 12:36:15,LEM,2002-10-28 12:51:04
IM/JO/509,JO,509,T/LA/1015,False,2/7/1649,1649-06-07 00:00:00,Tolbooth,Eyemouth,False,,jhm,2002-10-03 14:56:30,jhm,2002-10-03 14:56:53
IM/JO/51,JO,51,T/JO/191,False,,,,North Berwick,False,,jhm,2001-06-19 11:58:30,jhm,2002-10-11 16:47:59
IM/JO/510,JO,510,T/LA/1023,False,13/7/1649,1649-06-18 00:00:00,Tolbooth,Haddington,False,,jhm,2002-10-03 15:22:46,jhm,2002-10-03 15:22:55
IM/JO/511,JO,511,T/LA/1250,False,,,,,False,Released,jhm,2002-10-11 16:14:27,jhm,2002-10-11 16:14:41
IM/JO/512,JO,512,T/JO/995,False,,,House,Comer,False,,jhm,2002-10-21 15:57:43,jhm,2002-10-21 15:57:48
IM/JO/52,JO,52,T/JO/192,False,,,,North Berwick,False,,jhm,2001-06-19 12:02:39,jhm,2002-10-11 16:48:15
IM/JO/53,JO,53,T/JO/205,False,1662,1662-05-10 00:00:00,Tolbooth,Rothesay,False,Escaped,jhm,2001-06-27 12:16:37,jhm,2001-06-27 12:17:05
IM/JO/8,JO,8,T/JO/3,False,,,Tolbooth,Aberdeen,False,,jhm,2001-06-05 12:17:38,jhm,2001-06-05 12:18:02
IM/JO/89,JO,89,T/JO/308,True,,,Tolbooth,Edinburgh,True,Moved,jhm,2001-07-03 10:41:19,jhm,2002-10-11 16:49:29
IM/JO/9,JO,9,T/JO/77,False,12/11/1628,1628-10-12 00:00:00,Tolbooth,Dalkeith,False,,jhm,2001-06-07 14:43:52,jhm,2001-06-07 14:44:12
IM/JO/90,JO,90,T/JO/333,False,29/4/1630,1630-03-30 00:00:00,,Crichton,False,,jhm,2001-07-04 10:19:51,jhm,2001-07-04 10:20:20
IM/JO/91,JO,91,T/JO/342,False,,,,Dalkeith,False,,jhm,2001-07-04 13:32:56,jhm,2002-10-11 16:49:40
IM/JO/92,JO,92,T/JO/343,False,,,,Dalkeith,False,Released,jhm,2001-07-04 13:43:16,jhm,2002-10-11 16:50:52
IM/LA/1,LA,1,T/LA/1,True,13/2/1629,1629-01-14 00:00:00,Tolbooth,Edinburgh,False,,LEM,2001-05-17 10:10:47,LEM,2001-06-12 10:45:40
IM/LA/100,LA,100,T/LA/352,False,,,,Glasgow,False,,LEM,2001-07-05 12:41:40,jhm,2002-10-11 16:28:18
IM/LA/101,LA,101,T/LA/354,False,,,Tolbooth,Linlithgow,False,,LEM,2001-07-05 12:49:59,jhm,2002-10-11 16:28:44
IM/LA/102,LA,102,T/LA/355,False,,,,St. Colme,False,,LEM,2001-07-05 13:08:53,jhm,2002-10-11 16:29:13
IM/LA/103,LA,103,T/LA/356,False,,,,St. Colme,False,,LEM,2001-07-05 13:20:00,jhm,2002-10-11 16:29:30
IM/LA/104,LA,104,T/LA/357,False,,,,St. Colme,False,,LEM,2001-07-05 13:22:09,jhm,2002-10-11 16:29:44
IM/LA/105,LA,105,T/LA/358,False,,,,St. Colme,False,,LEM,2001-07-05 13:24:49,jhm,2002-10-11 16:30:18
IM/LA/106,LA,106,T/LA/359,False,,,,St. Colme,False,,LEM,2001-07-05 13:26:11,jhm,2002-10-11 16:30:33
IM/LA/107,LA,107,T/LA/362,False,,,,Inverkeithing,False,,LEM,2001-07-05 15:10:29,jhm,2002-10-11 16:30:48
IM/LA/108,LA,108,T/LA/363,False,,,,Inverkeithing,False,,LEM,2001-07-05 15:16:38,jhm,2002-10-11 16:33:03
IM/LA/109,LA,109,T/LA/364,False,,,,Inverkeithing,False,,LEM,2001-07-05 15:19:22,jhm,2002-10-11 16:33:22
IM/LA/110,LA,110,T/LA/69,False,,,,Inverkeithing,False,,LEM,2001-07-05 15:34:16,jhm,2002-10-11 16:32:41
IM/LA/111,LA,111,T/LA/65,False,3/1623,1623-01-28 00:00:00,,Inverkeithing,False,,LEM,2001-07-05 15:36:21,jhm,2002-10-11 15:07:06
IM/LA/112,LA,112,T/LA/66,False,,,,Inverkeithing,False,,LEM,2001-07-05 15:40:07,jhm,2002-10-11 16:31:51
IM/LA/113,LA,113,T/LA/67,False,,,,Inverkeithing,False,,LEM,2001-07-05 15:43:50,jhm,2002-10-11 16:30:57
IM/LA/114,LA,114,T/LA/365,False,,,,Inverkeithing,False,,LEM,2001-07-05 15:46:34,jhm,2002-10-11 16:34:59
IM/LA/115,LA,115,T/LA/366,False,,,,Inverkeithing,False,,LEM,2001-07-05 15:49:47,jhm,2002-10-11 16:34:31
IM/LA/116,LA,116,T/LA/64,False,5/1623,1623-03-30 00:00:00,,Inverkeithing,False,,LEM,2001-07-05 15:55:45,jhm,2002-10-11 15:02:20
IM/LA/117,LA,117,T/LA/68,False,5/1623,1623-03-30 00:00:00,,Inverkeithing,False,,LEM,2001-07-05 16:01:10,jhm,2002-10-11 14:59:37
IM/LA/118,LA,118,T/LA/371,False,,,Tolbooth,Perth,False,,LEM,2001-07-05 16:14:17,jhm,2002-10-11 16:35:36
IM/LA/119,LA,119,T/LA/370,False,,,Tolbooth,Perth,False,,LEM,2001-07-05 16:14:35,jhm,2002-10-11 16:35:20
IM/LA/120,LA,120,T/LA/375,False,,,Tolbooth,Musselburgh,False,,LEM,2001-07-09 10:48:06,jhm,2002-10-18 10:33:18
IM/LA/121,LA,121,T/LA/374,False,1661,1661-05-10 00:00:00,Tolbooth,Musselburgh,False,Released,LEM,2001-07-09 10:51:06,jhm,2001-09-24 13:54:44
IM/LA/122,LA,122,T/LA/377,False,,,Tolbooth,Musselburgh,False,,LEM,2001-07-09 10:55:10,LEM,2001-07-09 10:55:18
IM/LA/123,LA,123,T/LA/378,False,,,Tolbooth,Musselburgh,False,,LEM,2001-07-09 11:28:20,LEM,2001-07-09 11:28:26
IM/LA/124,LA,124,T/LA/379,False,,,Tolbooth,musselburgh,False,,LEM,2001-07-09 12:55:02,jhm,2002-10-11 16:08:40
IM/LA/125,LA,125,T/LA/264,False,,,,Edmestoun,False,Moved,LEM,2001-07-09 13:14:55,jhm,2002-11-05 14:42:31
IM/LA/126,LA,126,T/LA/265,False,,,,Edmestoun,False,,LEM,2001-07-09 13:27:53,LEM,2001-07-09 13:27:58
IM/LA/127,LA,127,T/LA/416,False,2/1624,1623-12-31 00:00:00,Tolbooth,Culross,False,,LEM,2001-07-17 16:22:37,jhm,2002-10-11 16:36:00
IM/LA/128,LA,128,T/LA/429,False,,,,Culross,False,,LEM,2001-07-18 09:39:39,jhm,2002-10-11 16:36:58
IM/LA/129,LA,129,T/LA/430,False,,,,Culross,False,,LEM,2001-07-18 09:46:36,jhm,2002-10-11 16:37:17
IM/LA/130,LA,130,T/LA/434,False,,,Tolbooth,Crail,False,,LEM,2001-07-18 11:52:53,jhm,2002-10-11 16:38:25
IM/LA/131,LA,131,T/LA/435,False,,,Tolbooth,Dysart,False,,LEM,2001-07-18 11:58:22,jhm,2002-10-11 16:38:50
IM/LA/132,LA,132,T/LA/437,False,,,Tolbooth,Dysart,False,,LEM,2001-07-18 12:09:00,jhm,2002-10-11 16:39:23
IM/LA/133,LA,133,T/LA/438,False,,,Tolbooth,Dysart,False,,LEM,2001-07-18 12:12:05,jhm,2002-10-11 16:39:43
IM/LA/134,LA,134,T/LA/439,False,,,Tolbooth,Dysart,False,,LEM,2001-07-18 12:14:13,jhm,2002-10-11 16:39:48
IM/LA/135,LA,135,T/LA/440,False,,,Tolbooth,Dysart,False,,LEM,2001-07-18 12:17:39,jhm,2002-10-11 16:40:14
IM/LA/136,LA,136,T/LA/479,False,,,Tolbooth,Dysart,False,Released,LEM,2001-07-18 15:53:50,LEM,2002-10-28 12:42:16
IM/LA/137,LA,137,T/LA/480,False,,,Tolbooth,Dunfermline,False,,LEM,2001-07-18 15:57:42,LEM,2001-07-18 15:57:48
IM/LA/138,LA,138,T/LA/487,False,,,Tolbooth,Stirling,False,,LEM,2001-07-19 09:22:29,LEM,2001-07-19 09:22:35
IM/LA/139,LA,139,T/LA/489,False,5/7/1628,1628-06-04 00:00:00,Tolbooth,Leith,False,Released,LEM,2001-07-19 09:35:55,LEM,2001-07-19 09:36:07
IM/LA/140,LA,140,T/LA/509,False,11/8/1628,1628-07-11 00:00:00,Tolbooth,Musselburgh,False,,LEM,2001-07-19 12:44:57,LEM,2001-07-19 12:49:45
IM/LA/15,LA,15,T/LA/83,True,13/2/1629,1629-01-14 00:00:00,Tolbooth,Edinburgh,False,,LEM,2001-06-12 10:48:53,LEM,2001-06-12 10:49:10
IM/LA/16,LA,16,T/LA/15,False,,,,Haddington,True,,LEM,2001-06-13 09:18:30,LEM,2001-06-13 09:19:55
IM/LA/168,LA,168,T/LA/83,False,11/1628,1628-10-01 00:00:00,Tolbooth,Stirling,False,Moved,LEM,2001-08-14 12:24:21,LEM,2001-08-14 12:25:33
IM/LA/169,LA,169,T/LA/83,False,19/12/1628,1628-11-18 00:00:00,,Linlithgow,False,Moved,LEM,2001-08-14 12:25:46,LEM,2001-08-14 12:26:32
IM/LA/17,LA,17,T/LA/24,True,2/2/1630,1630-01-03 00:00:00,Tolbooth,Edinburgh,False,,LEM,2001-06-13 10:33:44,LEM,2001-06-13 10:34:01
IM/LA/170,LA,170,T/LA/83,False,20/12/1628,1628-11-19 00:00:00,Tolbooth,Edinburgh,False,,LEM,2001-08-14 12:26:25,LEM,2001-08-14 12:26:51
IM/LA/171,LA,171,T/LA/83,True,8/1/1629,1628-12-08 00:00:00,Tolbooth,Edinburgh,False,,LEM,2001-08-14 13:33:54,LEM,2001-08-14 13:34:06
IM/LA/173,LA,173,T/LA/618,False,,,Tolbooth,Dysart,False,Released,LEM,2001-08-15 13:07:07,LEM,2002-10-28 12:42:23
IM/LA/174,LA,174,T/LA/618,False,15/8/1630,1630-07-16 00:00:00,Tolbooth,Dysart,False,,LEM,2001-08-15 13:19:19,LEM,2001-08-15 13:20:01
IM/LA/175,LA,175,T/LA/628,False,4/1630,1630-03-02 00:00:00,Tolbooth,Dysart,False,,LEM,2001-08-16 12:49:05,jhm,2002-10-02 15:36:15
IM/LA/177,LA,177,T/LA/626,False,1/1629,1628-12-01 00:00:00,Pit,Eyemouth,False,,LEM,2001-08-17 09:12:33,jhm,2002-10-01 15:21:19
IM/LA/178,LA,178,T/LA/720,False,,,Tolbooth,Duns,False,Released,LEM,2001-08-17 14:48:37,jhm,2002-10-02 13:00:17
IM/LA/179,LA,179,T/LA/721,False,,,Tolbooth,Duns,False,Released,LEM,2001-08-17 15:00:28,jhm,2002-10-02 13:01:33
IM/LA/18,LA,18,T/LA/86,True,12/11/1629,1629-10-13 00:00:00,,Edinburgh,False,Released,LEM,2001-06-13 11:00:00,LEM,2001-06-13 11:57:17
IM/LA/180,LA,180,T/LA/726,False,6/1629,1629-05-02 00:00:00,Tolbooth,Musselburgh,False,,LEM,2001-08-29 12:27:32,jhm,2002-10-11 15:47:32
IM/LA/181,LA,181,T/LA/727,False,6/1629,1629-05-02 00:00:00,Tolbooth,Musselburgh,False,,LEM,2001-08-29 12:32:05,jhm,2002-10-11 15:47:09
IM/LA/182,LA,182,T/LA/754,False,,,Tolbooth,Causland,False,,LEM,2001-08-30 09:36:25,LEM,2001-08-30 09:36:38
IM/LA/183,LA,183,T/LA/755,False,,,Tolbooth,Cowsland,False,,LEM,2001-08-30 09:37:49,jhm,2002-10-02 15:29:47
IM/LA/184,LA,184,T/LA/756,False,,,Tolbooth,Causland,False,,LEM,2001-08-30 09:41:49,jhm,2002-10-18 10:31:36
IM/LA/19,LA,19,T/LA/87,True,12/11/1629,1629-10-13 00:00:00,,Edinburgh,False,Released,LEM,2001-06-13 11:50:56,jhm,2002-10-18 10:36:10
IM/LA/2,LA,2,T/LA/10,True,,,Tolbooth,Edinburgh,False,,LEM,2001-05-18 12:47:04,LEM,2001-05-18 12:47:13
IM/LA/21,LA,21,T/LA/88,True,17/12/1629,1629-11-17 00:00:00,Tolbooth,Edinburgh,False,,LEM,2001-06-13 12:10:58,LEM,2001-06-13 12:11:22
IM/LA/216,LA,216,T/LA/771,False,,,Tolbooth,Jedburgh,False,Released,LEM,2001-09-05 12:04:51,LEM,2001-09-05 12:05:05
IM/LA/217,LA,217,T/LA/772,False,,,Tolbooth,Jedburgh,False,Released,LEM,2001-09-05 12:09:38,LEM,2001-09-05 12:09:48
IM/LA/218,LA,218,T/LA/773,False,,,Tolbooth,Jedburgh,False,Released,LEM,2001-09-05 12:15:29,LEM,2001-09-05 12:16:51
IM/LA/219,LA,219,T/LA/774,False,,,Tolbooth,Edinburgh,False,,LEM,2001-09-05 12:32:03,LEM,2001-09-05 12:32:07
IM/LA/22,LA,22,T/LA/88,False,10/1629,1629-09-01 00:00:00,House,Newbattle Kirk,True,Moved,LEM,2001-06-13 12:13:08,jhm,2002-10-21 15:47:11
IM/LA/220,LA,220,T/LA/776,False,4/1671,1671-03-12 00:00:00,Dungeon,Kirkudbrigh,False,Released,LEM,2001-09-05 13:04:19,LEM,2001-09-05 13:04:50
IM/LA/221,LA,221,T/LA/777,False,4/1671,1671-03-12 00:00:00,Dungeon,Kirkudbrigh,False,Released,LEM,2001-09-05 13:08:31,LEM,2001-09-05 13:08:44
IM/LA/222,LA,222,T/LA/778,False,4/1671,1671-03-12 00:00:00,Dungeon,Kirkudbright,False,Released,LEM,2001-09-05 13:10:06,LEM,2001-09-05 13:10:20
IM/LA/223,LA,223,T/LA/25,True,7/1630,1630-06-01 00:00:00,,Edinburgh,False,,LEM,2001-09-06 12:26:05,LEM,2001-09-06 12:26:19
IM/LA/224,LA,224,T/LA/804,False,,,Tolbooth,Culross,False,,LEM,2001-09-07 13:11:14,LEM,2001-09-07 13:11:21
IM/LA/225,LA,225,T/LA/803,False,,,Tolbooth,Culross,False,,LEM,2001-09-07 13:12:00,LEM,2001-09-07 13:12:05
IM/LA/226,LA,226,T/LA/805,False,,,Tolbooth,Culross,False,,LEM,2001-09-07 13:14:19,LEM,2001-09-07 13:14:24
IM/LA/227,LA,227,T/LA/806,False,,,Tolbooth,Culross,False,,LEM,2001-09-07 13:16:45,LEM,2001-09-07 13:16:50
IM/LA/228,LA,228,T/LA/808,False,,,Tolbooth,Leith,False,,LEM,2001-09-07 15:30:38,LEM,2002-10-28 12:48:10
IM/LA/229,LA,229,T/LA/813,False,,,,Renfrew,True,Released,LEM,2001-09-07 16:20:35,LEM,2002-10-28 12:49:26
IM/LA/23,LA,23,T/LA/24,True,5/2/1630,1630-01-06 00:00:00,,Edinburgh,False,,LEM,2001-06-14 14:01:00,LEM,2001-06-14 14:01:28
IM/LA/230,LA,230,T/LA/813,False,,,,Innerkip,False,,LEM,2001-09-07 16:20:39,LEM,2002-10-28 12:49:17
IM/LA/231,LA,231,T/JO/609,False,,,,Edinburgh,False,,LEM,2001-09-11 11:50:44,LEM,2001-09-11 11:51:03
IM/LA/232,LA,232,T/JO/612,True,9/1678,1678-08-14 00:00:00,,Edinburgh,False,,LEM,2001-09-11 12:04:49,jhm,2002-10-11 15:45:53
IM/LA/233,LA,233,T/JO/610,True,9/1678,1678-08-14 00:00:00,,Edinburgh,False,,LEM,2001-09-11 12:07:36,jhm,2002-10-11 15:44:42
IM/LA/234,LA,234,T/JO/611,True,9/1678,1678-08-14 00:00:00,,Edinburgh,False,,LEM,2001-09-11 12:58:12,jhm,2002-10-11 15:45:06
IM/LA/235,LA,235,T/LA/822,True,9/1678,1678-08-14 00:00:00,,Edinburgh,False,,LEM,2001-09-11 13:13:31,jhm,2002-10-11 15:48:58
IM/LA/236,LA,236,T/LA/823,True,,,,Edinburgh,False,,LEM,2001-09-11 13:22:41,LEM,2001-09-11 13:22:45
IM/LA/237,LA,237,T/LA/824,True,,,,Edinburgh,False,,LEM,2001-09-11 13:27:18,LEM,2001-09-11 13:27:21
IM/LA/238,LA,238,T/LA/829,True,9/1678,1678-08-14 00:00:00,,Edinburgh,False,,LEM,2001-09-21 09:51:35,jhm,2002-10-11 15:49:36
IM/LA/239,LA,239,T/JO/609,True,9/1678,1678-08-14 00:00:00,,Edinburgh,False,,LEM,2001-09-21 10:01:04,jhm,2002-10-11 15:46:17
IM/LA/24,LA,24,T/LA/24,False,7/1/1630,1629-12-08 00:00:00,,,False,Moved,LEM,2001-06-14 14:02:37,LEM,2001-06-14 14:02:59
IM/LA/240,LA,240,T/LA/828,True,,,,Edinburgh,False,,LEM,2001-09-21 10:10:55,LEM,2001-09-21 10:10:58
IM/LA/241,LA,241,T/LA/830,True,,,,Edinburgh,False,,LEM,2001-09-21 10:14:09,LEM,2001-09-21 10:14:12
IM/LA/242,LA,242,T/JO/436,True,8/9/1679,1679-08-21 00:00:00,Tolbooth,Edinburgh,False,Released,LEM,2001-09-21 15:00:32,LEM,2002-11-07 12:31:35
IM/LA/243,LA,243,T/LA/849,False,1/1680,1679-12-14 00:00:00,,Bo'ness,False,,LEM,2001-09-21 15:19:19,jhm,2002-10-11 15:44:12
IM/LA/244,LA,244,T/LA/851,True,,,Tolbooth,Edinburgh,False,Released,LEM,2001-09-21 15:53:28,jhm,2002-10-11 15:43:33
IM/LA/25,LA,25,T/LA/24,True,23/5/1630,1630-04-23 00:00:00,Tolbooth,Edinburgh,False,,LEM,2001-06-14 14:18:29,LEM,2001-06-14 14:18:39
IM/LA/250,LA,250,T/LA/47,True,,,Tolbooth,Edinburgh,False,,LEM,2001-10-03 10:47:38,LEM,2002-10-28 12:57:38
IM/LA/26,LA,26,T/LA/25,True,12/1630,1630-11-01 00:00:00,Tolbooth,Edinburgh,False,,LEM,2001-06-15 09:57:06,LEM,2001-06-15 09:57:38
IM/LA/264,LA,264,T/LA/999,False,2/1632,1632-01-02 00:00:00,House,"Nobelstoun, Refrewshire",False,,LEM,2001-10-16 11:51:23,jhm,2002-10-18 11:26:33
IM/LA/27,LA,27,T/LA/104,True,11/2/1634,1634-01-13 00:00:00,Tolbooth,Edinburgh,False,Free on bail,LEM,2001-06-15 10:42:26,LEM,2001-06-15 10:56:25
IM/LA/28,LA,28,T/LA/104,True,11/3/1634,1634-02-10 00:00:00,Tolbooth,Edinburgh,False,,LEM,2001-06-15 11:00:31,LEM,2001-06-15 11:44:40
IM/LA/29,LA,29,T/LA/104,False,9/1/1634,1633-12-11 00:00:00,Tolbooth,Duns,True,,LEM,2001-06-15 11:51:44,jhm,2002-10-22 08:27:15
IM/LA/3,LA,3,T/LA/15,True,8/1629,1629-07-02 00:00:00,,Edinburgh,False,,LEM,2001-05-18 16:41:23,jhm,2002-10-21 14:55:19
IM/LA/307,LA,307,T/LA/1071,False,,,Tolbooth,Perth,False,,LEM,2001-10-22 12:21:16,LEM,2002-10-28 12:50:08
IM/LA/308,LA,308,T/LA/1072,False,,,Tolbooth,Perth,False,,LEM,2001-10-22 12:24:26,LEM,2002-10-28 12:50:27
IM/LA/309,LA,309,T/LA/1073,False,,,Tolbooth,Perth,False,,LEM,2001-10-22 12:25:46,LEM,2002-10-28 12:49:39
IM/LA/310,LA,310,T/LA/1074,False,,,Vestry of the Kirk,Calder,False,Released,LEM,2001-10-22 12:57:38,jhm,2002-10-18 10:54:31
IM/LA/311,LA,311,T/LA/1075,False,,,Tolbooth,Culross,False,,LEM,2001-10-22 13:14:12,LEM,2001-10-22 13:14:20
IM/LA/312,LA,312,T/LA/1075,False,12/12/1644,1644-11-15 00:00:00,Tolbooth,Canongate,False,,LEM,2001-10-22 13:14:20,jhm,2002-10-03 12:32:58
IM/LA/313,LA,313,T/LA/1076,False,,,Tolbooth,Culross,False,Moved,LEM,2001-10-22 14:47:08,LEM,2002-10-28 12:51:02
IM/LA/314,LA,314,T/LA/1089,False,,,Tolbooth,Lanark,False,,LEM,2001-10-23 10:34:21,LEM,2002-10-28 12:53:23
IM/LA/315,LA,315,T/LA/1090,False,,,Tolbooth,Lanark,False,,LEM,2001-10-23 10:40:43,LEM,2002-10-28 12:52:15
IM/LA/316,LA,316,T/LA/83,False,1/1629,1628-12-01 00:00:00,Tolbooth,Stirling,False,,LEM,2001-10-23 15:56:10,LEM,2001-10-23 15:56:23
IM/LA/317,LA,317,T/LA/1106,False,,,Steeple,Dysart,False,,LEM,2001-10-23 16:20:21,jhm,2002-10-18 10:34:10
IM/LA/318,LA,318,T/LA/1108,False,,,,"Berwick, England",False,,LEM,2001-11-21 13:54:49,jhm,2002-10-18 10:31:11
IM/LA/319,LA,319,T/LA/1119,True,7/10/1651,1651-09-12 00:00:00,,Ayr,False,,LEM,2001-11-29 11:11:34,jhm,2002-10-11 15:41:16
IM/LA/320,LA,320,T/LA/1161,False,,,Tolbooth,Dumfries,False,,LEM,2001-12-03 12:21:37,LEM,2001-12-03 12:21:43
IM/LA/321,LA,321,T/LA/1162,False,,,Tolbooth,dumfries,False,,LEM,2001-12-03 12:21:54,LEM,2001-12-03 12:22:01
IM/LA/337,LA,337,T/JO/614,True,12/1676,1676-11-12 00:00:00,Tolbooth,Paisley,False,,LEM,2002-01-16 10:42:22,LEM,2002-01-16 10:42:40
IM/LA/351,LA,351,T/LA/1189,False,,,Tolbooth,Renfrew,False,Moved,LEM,2002-01-30 13:24:52,LEM,2002-01-30 13:25:02
IM/LA/352,LA,352,T/LA/1189,False,15/4/1697,1697-04-02 00:00:00,Tolbooth,Glasgow,False,Moved,LEM,2002-01-30 13:25:03,LEM,2002-01-30 13:25:19
